C3,C4,C5,C6
0.005748076282993619,6.153254974971741,-0.9225099783276021,6.041541121226121
2.0182332249964716,3.7455212823809507,2.977265120347787,4.869856498408122
5.730161958513137,-5.77583599565304,6.243057221589199,-3.7941025176556615
3.017266277163494,-3.5808678838474925,3.549162746405243,-2.9443844635425442
-1.6339642567199086,-2.1691121511517095,-1.1060108718077772,-1.3414973825203207
-5.617349561074157,-2.5683085967545214,-7.951509756955476,-6.346324509692967
1.0667956601523017,-5.509715928401222,5.664186964358712,-6.195035210077197
3.5086354393298125,-6.379569606768702,1.6030501092550478,-8.124100877490468
-0.812890160677193,3.9362190958803502,-6.264510290157251,7.738752439968541
-2.454441446899469,6.634418256361022,-5.873491138387697,8.10546202948093
-0.9971946135467049,3.030891770178959,-3.5239397736431024,2.431528038749389
0.6842224957280084,-1.2077998783756105,5.515920886942217,-1.4090937679739195
-1.3049398507858667,-0.336344309386745,2.0805442603423585,1.308119445355473
2.4168416082328337,-4.771392780650841,4.249197938542198,-5.125340395253305
0.557211777026459,-1.1224722019669198,0.638206881294215,-3.661409790534473
-0.045653649818422855,4.3734951675509555,2.974144467395637,2.429248640740822
1.133363749068362,7.562183878529701,4.302075935748068,9.341432886196793
1.5080525246164405,3.514998938601434,1.1464410268814327,6.692817328013169
1.7156742128860636,-0.2881299783601974,5.98493777202672,1.1156454881769653
-6.31315025021837,-1.024834433249229,-9.565050840816115,-0.5343028327094731
-0.3086669224115804,1.5254639330330553,-1.5204570167033113,2.8296890591458275
0.98830719456325,0.1871449235540783,2.095046958203921,1.0470290961747553
0.4894316257275333,-2.7113699749382154,-1.6281304576719204,-5.354098706233481
2.336567973951945,-2.2441538212342755,2.1475311692963146,-3.2883138219310535
1.9131113165991385,-2.4181033289857856,2.5653576387906307,-2.1235227232923277
0.6967606190676082,-2.7782132007437506,6.752181665907378,-1.9845365694056931
-3.1310987541513278,-2.550678049989095,-8.366494830470247,-4.1077410432988195
-3.6716123039511963,0.24224483013568363,-9.478625888216584,-0.013402946061896424
-1.6226387734522423,-4.377653289386613,-5.148907542063402,-9.120822896032761
-2.4233614912468586,-8.300922033209297,-7.779704228183647,-13.116305832042276
3.431135403051172,-5.441404622947484,2.537580419174482,-7.845894689163469
0.03609776001823023,-3.2277474098362924,-0.2936326037433151,-3.3365038006650334
-1.9840183525897084,0.676722476012202,0.695631232993394,1.3046379510988384
1.3134987999900607,7.132048249733315,0.5411545932803596,10.436223058788803
0.8684256208946058,11.931805999243682,4.62840195609444,17.74318826929595
3.244778022210653,6.024730149490619,10.082489153255864,5.6661595754152465
3.7665682303473833,5.315282932006579,6.659771481703155,10.633792492110757
-0.9683226020355685,3.4850897484428645,-4.99846581165429,8.954653692846124
-1.1136536833121409,-3.082088089834924,-0.7707944604892104,-5.01255309889233
-0.2857985922892708,-0.570688569619023,-1.8305680959331179,-3.7489743253173344
-2.103199007066594,3.6978960401822416,-0.45142945504467086,0.72386483356778
1.2672263491229125,3.0610760577606455,4.547461197375559,2.608810932700125
-0.10724537833422171,0.613409400212869,0.8418250937575676,1.090620060480128
-1.2642387227663985,-0.08495576783284342,-2.6009423351893863,0.23808557860919197
-2.2728255817390446,-7.507762211174557,-2.441211526596286,-12.783400044863939
-4.4630859676228125,-5.490644211768373,-8.491168090894222,-6.758963665629906
1.9292705039513738,-0.35416327865963154,0.8650707753659539,1.5638676394693618
3.940364396701813,-0.7673246627475518,5.4494476669830725,0.8691785574438051
-0.37184046962081047,2.293322014787972,0.7578458048959403,5.992970043545017
4.290592419764398,-1.470319248487297,9.026306779656238,1.6760620788200027
1.805237840954893,-5.213344276617266,1.1536879835779725,-7.294925553128675
-5.163218012281308,-1.196882139905387,-12.47537430090307,-2.65641576830153
-2.456012680155183,-3.1649457893323327,-1.0361259087184826,-5.220656739508262
0.12071641160417518,-1.4909206374817519,-3.9991006386079633,-1.3293387401441128
-4.348790300061892,-2.955108831342411,-8.668267658586982,-5.65148030967735
-1.9584123791430703,0.6684428141611738,-2.499689026885418,-0.8883151948618319
5.441917989165947,3.024317176362462,7.60466865613647,5.319148045674362
6.803570300137451,2.027364226110433,12.924634629016234,2.96673567369658
